Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoa học Công nghệ Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoa học Công nghệ Việt Nam
Mã chứng khoán:,BUD
Mã ISIN:,VN000000BUD4
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 09CPH/2018/GCNCP-VSD do VSD cấp ngày 02/03/2018, Số:  14/2019/GCNCP-VSD cấp lại lần 1 ngày 25/03/2019"
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
