Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Thủy sản An Giang
"
Tên chứng khoán:,cổ phiếu CTCP Xuất nhập khẩu Thủy sản An Giang
Mã chứng khoán:,AGF
Mã ISIN:,VN000000AGF0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 12/GCN/TTGD-LK do TTLKCK Việt Nam cấp lần đầu ngày 23/04/2002, Số 12/2002/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 07/7/2015"
Tổng số chứng khoán đăng ký:,28.109.743 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,281.097.430.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
