Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy điện Buôn Đôn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thủy điện Buôn Đôn
Mã chứng khoán:,BSA
Mã ISIN:,VN000000BSA4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số: 239/2017/GCNCP-VSD do VSD cấp ngày 28/12/2017, số 239/2017/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 01/11/2021"
Tổng số chứng khoán đăng ký:,63.019.723 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,630.197.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
