Keys,Values
Tên TCPH:,"
Công ty Cổ phần PGT HOLDINGS
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần PGT HOLDINGS
Mã chứng khoán:,PGT
Mã ISIN:,VN000000PGT9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 103/2009/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 08/12/2009, số 103/2009/GCNCP-VSD-2 cấp lại lần thứ 2 ngày 22/04/2016"
Tổng số chứng khoán đăng ký:,9.241.801 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,92.418.010.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
