Keys,Values
Tên TCPH:,"
Công ty cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh
Mã chứng khoán:,HFB
Mã ISIN:,VN000000HFB6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 206/2016/GCNCP-VSD do VSD cấp lần đầu ngày 22/12/2016
Tổng số chứng khoán đăng ký:,9.100.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,91.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
