Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Cổ phiếu Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
Mã chứng khoán:,BID
Mã ISIN:,VN000000BID9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 18/2012/GCNCP-VSD do VSD cấp lần đầu ngày 30/07/2012, Số 18/2012/GCNCP-VSD-5 do VSD cấp thay đổi lần 5 ngày 23/03/2022"
Tổng số chứng khoán đăng ký:,5.058.523.816 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.585.238.160.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
