Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu đô thị Tp HCM BLPH đợt 2/2004
Mã chứng khoán:,HCMA0204
Mã ISIN:,VN0HCMA02046
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,210/GCN/TTGDHCM-LK ngày 38289
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,9%/năm
Cách thức trả lãi:,
Kỳ hạn:,10 năm
Ngày phát hành:,27/09/2004
Ngày đáo hạn:,27/09/2014
Nơi quản lý tại VSD:,Chi nhánh
