Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.TCH.KIS.M.CA.T.01
Mã chứng quyền:,CTCH2002
Mã ISIN:,VN0CTCH20023
Mã chứng khoán cơ sở:,TCH
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,4 tháng
Ngày đáo hạn:,18/02/2021
Tỷ lệ chuyển đổi:,"3,9020:1"
Giá thực hiện:,21.243  đồng
Giá phát hành lần đầu:,1.100  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   195/2020/GCNCW-VSD do VSD cấp lần đầu ngày 27/10/2020; 01 số 195/2020/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 04/01/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,5.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,5.500.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,10.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
