Keys,Values
Tên TCPH:,"
Công ty Cổ phần SAM Holdings
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần SAM Holdings
Mã chứng khoán:,SAM
Mã ISIN:,VN000000SAM1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 02/GCN/TTGD2 cấp lần đầu ngày 29/10/2010, Số 02/2000/GCNCP-VSD-17 do VSD cấp thay đổi lần 17 ngày 02/03/2022"
Tổng số chứng khoán đăng ký:,365.353.065 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.653.530.650.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
