Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Hàng Hải Việt Nam
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Hàng hải Việt Nam
Mã chứng khoán:,MSB
Mã ISIN:,VN000000MSB9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số:  73/2020/GCNCP-VSD do VSD cấp lần đầu 26/11/2020, Số:  73/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 05/11/2021"
Tổng số chứng khoán đăng ký:,1.527.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.275.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
