Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ phát hành riêng lẻ năm 2015
Mã chứng khoán:,TL1520274
Mã ISIN:,VNTL15202748
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 21/2016/GCNTP-VSD cấp ngày 18/02/2016
Tổng số chứng khoán đăng ký:,15.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức phát hành:,Bán lẻ
Lãi suất:,"6,6%/năm"
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán địn kỳ hàng năm vào ngày 30/12 từ năm 2016 đến năm đáo hạn"
Kỳ hạn:,5 năm
Ngày phát hành:,30/12/2015
Ngày đáo hạn:,30/12/2020
Nơi quản lý tại VSD:,Trụ sở chính
