Keys,Values
Tên TCPH:,"
Công ty Cổ phần Viglacera Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Viglacera Hà Nội
Mã chứng khoán:,VIH
Mã ISIN:,VN000000VIH8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 207/2016/GCNCP-VSD do VSD cấp lần đầu ngày 23/12/2016, số 207/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 14/12/2018"
Tổng số chứng khoán đăng ký:,5.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,56.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
