Keys,Values
Tên TCPH:,"
Công ty cổ phần One Capital Hospitality
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần One Capital Hospitality
Mã chứng khoán:,OCH
Mã ISIN:,VN000000OCH6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 225/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 21/09/2010, số 225/2010/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 23/05/2022"
Tổng số chứng khoán đăng ký:,200.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
