Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Phương Đông
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Phương Đông
Mã chứng khoán:,OCB
Mã ISIN:,VN000000OCB9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 86/2020/GCNCP-VSD do VSD cấp ngày 28/12/2020; số 86/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 22/10/2021
Tổng số chứng khoán đăng ký:,1.369.882.863 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,13.698.828.630.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
