Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam
Mã chứng khoán:,FID
Mã ISIN:,VN000000FID0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 92/2014/GCNCP-VSD do VSD cấp lần đầu ngày 29/12/2014, Số 92/2014/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 15/12/2021"
Tổng số chứng khoán đăng ký:,24.715.958 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,247.159.580.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
