Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây lắp Constrexim số 8
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây lắp Constrexim số 8
Mã chứng khoán:,CX8
Mã ISIN:,VN000000CX86
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 65/2010/GCNCP-VSD do VSD cấp lần đầu ngày 17/03/2010, Số: 65/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 15/01/2018"
Tổng số chứng khoán đăng ký:,2.110.586 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,21.105.860.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
