Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu CII_BOND2017-04
Mã chứng khoán:,CII11713
Mã ISIN:,VN0CII117138
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 75/2017/GCNTP-VSD do VSD cấp ngày 16/10/2017
Tổng số chứng khoán đăng ký:,3.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ thông qua phương thức đại lý phát hành
Lãi suất:,"10,5%/năm"
Cách thức trả lãi:,"Lãi trái phiếu Thanh toán định kỳ 06 tháng/lần kể từ và bao gồm Ngày phát hành và/hoặc ngày bắt đầu tính lãi của kỳ tính lãi đó, cho đến, nhưng không bao gồm ngày bắt đầu tính lãi của kỳ tính lãi liền sau và/hoặc Ngày đáo hạn, hoặc ngày đến hạn khác để thực hiện mua lại. Gốc trái phiếu thanh toán 01 lần duy nhất vào Ngày đáo hạn của trái phiếu"
Kỳ hạn:,2 năm
Ngày phát hành:,15/08/2017
Ngày đáo hạn:,15/08/2019
Nơi quản lý tại VSD:,Chi nhánh
