Keys,Values
Tên TCPH:,"
Công ty cổ phần Phát triển Đô thị Nam Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phát triển Đô thị Nam Hà Nội
Mã chứng khoán:,NHN
Mã ISIN:,VN000000NHN5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,69/2011/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 02/11/2011
Tổng số chứng khoán đăng ký:,200.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
