Keys,Values
Tên TCPH:,"
CTCP Dịch vụ Công Nghệ Tin học HPT
"
Tên chứng khoán:,Cổ phiếu CTCP Dịch vụ Công nghệ Tin học HPT
Mã chứng khoán:,HPT
Mã ISIN:,VN000000HPT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 25/2010/GCNCP-VSD do VSD cấp lần đầu ngày 28/01/2010, số 25/2010/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 21/08/2020"
Tổng số chứng khoán đăng ký:,7.534.888 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,75.348.880.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
