Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải biển và Thương mại Phương Đông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải biển và Thương mại Phương Đông
Mã chứng khoán:,NOS
Mã ISIN:,VN000000NOS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 244/2010/GCNCP-VSD do VSD cấp lần đầu ngày 11/10/2010. Số 244/2010/GCNCP-VSD-2 do VSD cấp thay đổi lần thứ 2 ngày 03/07/2017
Tổng số chứng khoán đăng ký:,20.056.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.560.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
