Keys,Values
Tên TCPH:,"
Công ty cổ phần phát triển đô thị Từ Liêm
"
Tên chứng khoán:,Cổ phiếu CTCP phát triển đô thị Từ Liêm
Mã chứng khoán:,NTL
Mã ISIN:,VN000000NTL4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 122/2007/GCNCP-VSD do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 07/12/2007, số 122/2007/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 01/10/2020"
Tổng số chứng khoán đăng ký:,60.989.950 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,609.899.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
