Keys,Values
Tên TCPH:,"
Công ty cổ phần MEINFA
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần MEINFA
Mã chứng khoán:,MEF
Mã ISIN:,VN000000MEF0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 293/2010/GCNCP-VSD do VSD cấp lần đầu ngày 10/12/2010, Số 293/2010/GCNCP-VSD-3 cấp thay đổi lần 03 ngày 07/01/2021"
Tổng số chứng khoán đăng ký:,4.135.097 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,41.350.970.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
