Keys,Values
Tên TCPH:,"
Tổng Công ty Thương mại Hà Nội – Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Thương mại Hà Nội – Công ty cổ  phần
Mã chứng khoán:,HTM
Mã ISIN:,VN000000HTM4
Loại chứng khoán:, Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 16CPH/2018/GCNCP-VSD do VSD cấp ngày 26/04/2018, số 111/2018/GCNCP-VSD cấp thay đổi lần 1 ngày 12/12/2018"
Tổng số chứng khoán đăng ký:,220.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
