Keys,Values
Tên TCPH:,"
Công ty Cổ phần phát triển nhà Thủ Đức
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần phát triển nhà Thủ Đức
Mã chứng khoán:,TDH
Mã ISIN:,VN000000TDH3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 55/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 06/12/2006, Số  55/2006/GCNCP-VSD-12 cấp thay đổi lần thứ 12 ngày 18/09/2020"
Tổng số chứng khoán đăng ký:,112.652.767 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.126.527.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
