Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Điện lạnh điện máy Việt Úc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Điện lạnh điện máy Việt Úc
Mã chứng khoán:,KGR
Mã ISIN:,VN000000KGR4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 15/2021/GCNCP-VSD do VSD cấp lần đầu ngày 12/04/2021
Tổng số chứng khoán đăng ký:,70.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,700.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
