Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước Khánh Hòa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước Khánh Hòa
Mã chứng khoán:,KHW
Mã ISIN:,VN000000KHW2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 09/2017/GCNCP-VSD do VSD cấp lần đầu ngày 09/01/2017
Tổng số chứng khoán đăng ký:,26.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,260.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
