Keys,Values
Tên TCPH:,"
Tổng công ty Điện lực TKV - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Điện lực TKV - CTCP
Mã chứng khoán:,DTK
Mã ISIN:,VN000000 DTK7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 130/2016/GCNCP-VSD do VSD cấp lần đầu ngày 27/10/2016; Số 130/2016/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 18/02/2022
Tổng số chứng khoán đăng ký:,682.767.475 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,6.827.674.750.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
