Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn ASG
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn ASG
Mã chứng khoán:,ASG
Mã ISIN:,VN000000ASG3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 66/2018/GCNCP-VSD do VSD cấp lần đầu ngày 07/08/2018,  số 66/2018/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 02/08/2021"
Tổng số chứng khoán đăng ký:,75.653.891 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,756.538.910.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
