Keys,Values
Tên TCPH:,"
Công ty cổ phần Sữa Quốc tế
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sữa Quốc tế
Mã chứng khoán:,IDP
Mã ISIN:,VN000000IDP9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số:   83/2020/GCNCP-VSD do VSD cấp lần đầu ngày 24/12/2020
Tổng số chứng khoán đăng ký:,58.945.472 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,589.454.720.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
