Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư phát triển nhà và đô thị HUD8
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư phát triển nhà và đô thị HUD8
Mã chứng khoán:,HD8
Mã ISIN:,VN000000HD85
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 112/2018/GCNCP-VSD do VSD cấp ngày 12/12/2018
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
