Keys,Values
Tên TCPH:,"
Tổng công ty tư vấn xây dựng Việt Nam – CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty tư vấn xây dựng Việt Nam – CTCP
Mã chứng khoán:,VGV
Mã ISIN:,VN000000VGV3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 89/2017/GCNCP-VSD do VSD cấp ngày 28/04/2017
Tổng số chứng khoán đăng ký:,35.774.448 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,357.744.480.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
