Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Nagakawa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Nagakawa
Mã chứng khoán:,NAG
Mã ISIN:,VN000000NAG4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 46/2009/GCNCP-TTLK do VSD cấp lần đầu ngày 28/08/2009, Số 46/2009/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 4/11/2021"
Tổng số chứng khoán đăng ký:,16.682.624 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,166.826.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
