Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sông Đà 25
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sông Đà 25
Mã chứng khoán:,SDJ
Mã ISIN:,VN000000SDJ1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 28/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 14/12/2007. Số 28/2007/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 17/05/2010
Tổng số chứng khoán đăng ký:,4.343.700 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,43.437.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
