Keys,Values
Tên TCPH:,"
CTCP Đầu tư Phát triển Hạ tầng IDICO
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Phát triển hạ tầng IDICO
Mã chứng khoán:,HTI
Mã ISIN:,VN000000HTI2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 290/2010/GCNCP - VSD do TTLKCK Việt Nam cấp ngày 07/12/2010
Tổng số chứng khoán đăng ký:,24.949.200 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,249.492.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
