Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 11/2010
Mã chứng khoán:,TB1013054
Mã ISIN:,VNTB10130540
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,số 90/2010/GCNTP-VSD ngày 23/07/2010
Tổng số chứng khoán đăng ký:,10.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,9.8%/năm
Cách thức trả lãi:,
Kỳ hạn:,03 năm
Ngày phát hành:,08/07/2010
Ngày đáo hạn:,08/07/2013
Nơi quản lý tại VSD:,Trụ sở chính
