Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Đà 11
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sông Đà 11
Mã chứng khoán:,SJE
Mã ISIN:,VN000000SJE9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 28/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 11/12/2006; số 28/2006/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 02/10/2020
Tổng số chứng khoán đăng ký:,21.971.826 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,219.718.260.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
