Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 8/2005
Mã chứng khoán:,TP1A0805
Mã ISIN:,VN0TP1A08054
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,1.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.8%/năm
Cách thức trả lãi:,
Kỳ hạn:,10 năm
Ngày phát hành:,13/04/2005
Ngày đáo hạn:,13/04/2015
Nơi quản lý tại VSD:,Trụ sở chính
