Keys,Values
Tên TCPH:,"
CTCP chăn nuôi Phú Sơn
"
Tên chứng khoán:,Cổ phiếu CTCP Chăn nuôi Phú Sơn
Mã chứng khoán:,PSL
Mã ISIN:,VN000000PSL1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 46/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 11/02/2010, số 46/2010/GCNCP-VSD-2 câp thay đổi lần 2 ngày 11/9/2019"
Tổng số chứng khoán đăng ký:,11.812.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,118.125.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
