Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ môi trường và Công trình đô thị Vũng Tàu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ môi trường và Công trình đô thị Vũng Tàu
Mã chứng khoán:,MTV
Mã ISIN:,VN000000MTV5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 58/2017/GCNCP-VSD do VSD cấp lần đầu ngày 27/02/2017
Tổng số chứng khoán đăng ký:,5.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,54.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
