Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin
Mã chứng khoán:,VTM
Mã ISIN:,VN000000VTM5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 23/2014/GCNCP-VSD do VSD cấp lần đầu ngày 02/04/2014, Số 23/2014/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày 24/12/2015"
Tổng số chứng khoán đăng ký:,3.279.797 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,32.797.970.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
