Keys,Values
Tên TCPH:,"
Công ty cổ phần Kosy
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kosy
Mã chứng khoán:,KOS
Mã ISIN:,VN000000KOS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 194/2017/GCNCP-VSD do VSD cấp ngày 12/10/2017, Số 194/2017/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 23/02/2021"
Tổng số chứng khoán đăng ký:,216.481.335 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.164.813.350.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
