Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam phát hành ra công chúng Quý IV/2019
Mã chứng khoán:,BID11908
Mã ISIN:,VN0BID119080
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số:  55/2019/GCNTP-VSD do VSD cấp ngày 27/12/2019
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Đại lý phát hành 
Lãi suất:," Được xác định lại định kỳ 6 tháng/lần

+ Lãi suất tham chiếu + biên độ 1,3%/năm

+ Nếu Tổ chức phát hành không thực hiện mua lại trái phiếu vào ngày thực hiện quyền mua lại, lãi suất trái phiếu áp dụng cho các kỳ tính lãi trong năm thứ 6 và thứ 7 kể từ ngày phát hành sẽ bằng lãi suất tham chiếu + biên độ 3,55%/năm

Trong đó: Lãi suất tham chiếu là trung bình cộng lãi suất tiền gửi tiết kiệm cá nhân bằng Đồng Việt Nam, trả sau, áp dụng cho kỳ hạn 12 tháng (hoặc tương đương) được công bố trên trang thông tin điện tử chính thức của bốn Ngân hàng:

(.) Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam

(.) Ngân hàng TMCP Công thương Việt Nam

(.) Ngân hàng TMCP Ngoại thương Việt Nam - Sở Giao dịch

(.) Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Khu vực Hà Nội"
Cách thức trả lãi:,Trả định kỳ 1 năm /lần
Kỳ hạn:,07 năm
Ngày phát hành:,21/11/2019
Ngày đáo hạn:,21/11/2026
Nơi quản lý tại VSD:,Trụ sở chính
