Keys,Values
Tên TCPH:,"
Công ty CP  Đầu tư và Công Nghiệp Tân Tạo
"
Tên chứng khoán:,Cổ phiếu Công ty CP  Đầu tư và Công Nghiệp Tân Tạo
Mã chứng khoán:,ITA
Mã ISIN:,VN000000ITA7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 37/2006/GCNCP-CNTTLK  do VSD cấp lần đầu ngày 08/11/2006, số 37/2006/GCNCP-VSD-19 cấp thay đổi lần thứ 19 ngày 08/07/2016"
Tổng số chứng khoán đăng ký:,938.463.607 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,9.384.636.070.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
