Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường và Công trình đô thị Hà Tĩnh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường và Công trình đô thị Hà Tĩnh
Mã chứng khoán:,HTU
Mã ISIN:,VN000000HTU7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 123/2016/GCNCP-VSD do VSD cấp lần đầu ngày 19/10/2016
Tổng số chứng khoán đăng ký:,16.438.382 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,164.383.820.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
