Keys,Values
Tên TCPH:,"
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
"
Tên chứng khoán:,Trái phiếu NPM062020
Mã chứng khoán:,NPM11804
Mã ISIN:,VN0NPM118047
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 70/2018/GCNTP-VSD do VSD cấp lần đầu ngày 21/12/2018
Tổng số chứng khoán đăng ký:,10.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"9,5%/năm"
Cách thức trả lãi:,Thanh toán định kỳ 06 tháng/lần bằng hình thức chuyển khoản
Kỳ hạn:,2 năm
Ngày phát hành:,05/06/2018
Ngày đáo hạn:,05/06/2020
Nơi quản lý tại VSD:,Trụ sở chính
