Keys,Values
Tên TCPH:,"
Công ty cổ phần Sonadezi Giang Điền
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sonadezi Giang Điền
Mã chứng khoán:,SZG
Mã ISIN:,VN000000SZG0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 43/2021/GCNCP-VSD do VSD cấp lần đầu ngày 01/11/2021
Tổng số chứng khoán đăng ký:,54.898.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,548.980.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
