Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư - Thương mại - Dịch vụ Điện lực
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư - Thương mại - Dịch vụ Điện lực
Mã chứng khoán:,EIN
Mã ISIN:,VN000000EIN2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 25/2017/GCNCP-VSD do VSD cấp lần đầu ngày 19/01/2017, số 25/2017/GCNCP-VSD-1 do VSD cấp thay đổi lần thứ 01 ngày 03/06/2020"
Tổng số chứng khoán đăng ký:,30.407.161 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,304.071.610.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
