Keys,Values
Tên TCPH:,"
Công ty Tài chính cổ phần Vinaconex - Viettel
"
Tên chứng khoán:,Cổ phiếu Công ty Tài chính cổ phần Vinaconex - Viettel
Mã chứng khoán:,VVF
Mã ISIN:,VN000000VVF5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 39/2015/GCNCP-VSD do VSD cấp ngày 11/06/2015
Tổng số chứng khoán đăng ký:,100.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
