Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vận tải Dầu khí Đông Dương
"
Tên chứng khoán:,Cổ phiếu CTCP Vận tải Dầu khí Đông Dương
Mã chứng khoán:,PTT
Mã ISIN:,VN000000PTT2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 100/2010/GCNCP-VSD do VSD cấp lần đầu ngày 19/04/2010
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
