Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xây dựng Công trình ngầm
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Xây dựng Công trình ngầm
Mã chứng khoán:,CTN
Mã ISIN:,VN000000CTN3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 40/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 15/12/2006, Số 40/2006/GCNCP-VSD-3 cấp thay đổi lần thứ ba ngày 24/02/2012"
Tổng số chứng khoán đăng ký:,6.958.345 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,69.583.450.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
