Keys,Values
Tên TCPH:,"
Công ty cổ phần Vật liệu và  Xây dựng Bình Dương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vật liệu và Xây dựng Bình Dương
Mã chứng khoán:,MVC
Mã ISIN:,VN000000MVC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 54/2017/GCNCP-VSD do VSD cấp lần đầu ngày 22/02/2017
Tổng số chứng khoán đăng ký:,100.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
