Keys,Values
Tên TCPH:,"
Công ty cổ phần Sách và Thiết bị Trường học Quảng Ninh
"
Tên chứng khoán:,Cổ phiếu CTCP Sách và thiết bị trường học Quảng Ninh
Mã chứng khoán:,QST
Mã ISIN:,VN000000QST2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 54/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 21/11/2008, số 54/2008/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 24/02/2021"
Tổng số chứng khoán đăng ký:,3.240.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,32.400.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
