Keys,Values
Tên TCPH:,"
Tổng Công ty 36 – CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty 36 – CTCP
Mã chứng khoán:,G36
Mã ISIN:,VN000000G367
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 191/2016/GCNCP-VSD do VSD cấp lần đầu ngày 13/12/2016, Số  191/2016/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 13/07/2021"
Tổng số chứng khoán đăng ký:,101.756.575 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.017.565.750.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
