Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển đô thị  Long Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển đô thị Long Giang
Mã chứng khoán:,LGL
Mã ISIN:,VN000000LGL5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 075/2009/GCNCP-CNVSD do VSD cấp lần đầu ngày 18/09/2009, Số 075/2009/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 02/06/2020"
Tổng số chứng khoán đăng ký:,51.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,515.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
