Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng Bạch Đằng TMC
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng Bạch Đằng TMC
Mã chứng khoán:,BHT
Mã ISIN:,VN000000BHT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 263/2010/GCNCP-VSD do VSD cấp lần đầu ngày 02/11/2010, số 263/2010/GCNCP-VSD-1 do TTLKCK Việt Nam cấp thay đổi lần thứ nhất ngày 13/03/2012"
Tổng số chứng khoán đăng ký:,4.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,46.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
