Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Ngân hàng Đầu tư và phát triển Việt Nam
"
Tên chứng quyền:,Chứng quyền VPB/BSC/C/6M/EU/Cash/2021-01
Mã chứng quyền:,CVPB2110
Mã ISIN:,VN0CVPB21105
Mã chứng khoán cơ sở:,VPB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,06/04/2022
Tỷ lệ chuyển đổi:,"2,2222:1"
Giá thực hiện:,40.825  đồng
Giá phát hành lần đầu:,2.590  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 155/2021/GCNCW-VSD do VSD cấp lần đầu ngày 19/10/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,3.885.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
