Keys,Values
Tên TCPH:,"
Công ty cổ phần Megram
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Megram
Mã chứng khoán:,MEG
Mã ISIN:,VN000000MEG8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 77/2015/GCNCP-VSD do VSD cấp lần đầu ngày 10/09/2015, Số 77/2015/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 09/08/2019"
Tổng số chứng khoán đăng ký:,44.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,440.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
