Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Kim Long
"
Tên chứng khoán:,Cổ phiếu CTCP Chứng khoán Kim Long
Mã chứng khoán:,KLS
Mã ISIN:,VN000000KLS2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 12/2008/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 21/01/2008, số 12/2008/GCNCP-VSD-7 ngày 08/06/2010"
Tổng số chứng khoán đăng ký:,202.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.025.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
