Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Bảo Minh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán Bảo Minh
Mã chứng khoán:,BMS
Mã ISIN:,VN000000BMS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số: 22/2018/GCNCP-VSD cấp ngày 18/4/2018, Số: 22/2018/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 10/09/2021"
Tổng số chứng khoán đăng ký:,56.999.986 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,569.999.860.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
