Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Phát triển Nhà Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Phát triển Nhà Đà Nẵng
Mã chứng khoán:,NDN
Mã ISIN:,VN000000NDN4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 20/2011/GCNCP-VSD do VSD cấp lần đầu ngày 17/03/2011, Số 20/2011/GCNCP-VSD-8 cấp thay đổi lần thứ 8 ngày 27/09/2021"
Tổng số chứng khoán đăng ký:,71.657.936 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,716.579.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
