Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đất Xanh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Đất Xanh
Mã chứng khoán:,DXG
Mã ISIN:,VN000000DXG7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 119/2009/GCNCP - CNVSD do VSD cấp ngày lần đầu 14/12/2009, Số:119/2009/GCNCP-VSD-20 cấp thay đổi lần thứ 20 ngày 12/04/2022"
Tổng số chứng khoán đăng ký:,609.276.876 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,6.092.768.760.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
