Keys,Values
Tên TCPH:,"
Công ty CP Đầu tư và Phát triển điện miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty CP Đầu tư và Phát triển Điện Miền Trung
Mã chứng khoán:,SEB
Mã ISIN:,VN000000SEB6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 01/2009/GCNCP-VSD do  VSD cấp lần đầu ngày 05/01/2009, Số 01/2009/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 25/07/2018"
Tổng số chứng khoán đăng ký:,31.999.969 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,319.999.690.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
