Keys,Values
Tên TCPH:,"
Công ty cổ phần Giống bò sữa Mộc Châu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giống bò sữa Mộc Châu
Mã chứng khoán:,MCM
Mã ISIN:,VN000000MCM0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 69/2020/GCNCP-VSD do VSD cấp lần đầu ngày 18/11/2020; số 69/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 11/03/2021
Tổng số chứng khoán đăng ký:,110.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
