Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sản xuất Thương mại Dịch vụ GFC
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sản xuất Thương mại Dịch vụ GFC
Mã chứng khoán:,GFC
Mã ISIN:,VN000000GFC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"24/2011/GCNCP-VSD-2 do TTLKCK Việt Nam cấp lần đầu ngày 31/03/2011, cấp thay đổi lần 2 ngày 15/08/2013"
Tổng số chứng khoán đăng ký:,8.480.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,84.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
